Date,Sentiment_Score
2025-04-22,-0.8876466751098633
2025-04-23,-0.33193786938985187
2025-04-24,-0.23132503032684326
2025-04-25,-0.1294429898262024
2025-04-26,-0.9664202332496643
2025-04-27,-0.10643771290779114
2025-04-28,-0.3205799460411072
2025-04-29,-0.09005621075630188
2025-04-30,-0.8876466751098633
2025-05-01,-0.38217755158742267
2025-05-02,-0.8876466751098633
2025-05-03,-0.10643771290779114
2025-05-04,0.003717482089996338
2025-05-05,-0.9682566126187643
2025-05-06,-0.9270334541797638
2025-05-07,0.6966132521629333
2025-05-08,0.674771249294281
2025-05-09,0.9425359964370728
2025-05-10,0.9425359964370728
2025-05-11,0.674771249294281
2025-05-12,-0.3038436373074849
2025-05-13,0.6911527514457703
2025-05-14,0.674771249294281
2025-05-15,-0.1294429898262024
2025-05-16,-0.1294429898262024
2025-05-17,-0.6673362851142883
2025-05-18,-0.10643771290779114
2025-05-19,0.7749471664428711
2025-05-20,0.674771249294281
2025-05-21,-0.1294429898262024
2025-05-22,-0.21996710697809854
2025-05-23,-0.9664202332496643
2025-05-24,-0.8876466751098633
2025-05-25,-0.8168782591819763
2025-05-26,-0.9664202332496643
2025-05-27,-0.42027459541956586
2025-05-28,-0.8876466751098633
2025-05-29,0.3052990635236104
2025-05-30,-0.011942118406295776
2025-05-31,-0.9284107387065887
2025-06-01,-0.2934039036432902
2025-06-02,-0.8876466751098633
2025-06-03,-0.13082027435302734
2025-06-04,-0.011942118406295776
2025-06-05,0.2541411916414897
2025-06-06,0.3324751059214274
2025-06-07,0.003717482089996338
2025-06-08,-0.9664202332496643
2025-06-09,-0.1294429898262024
2025-06-10,-0.8168782591819763
2025-06-11,-0.6673362851142883
2025-06-12,0.7075342535972595
2025-06-13,0.3052990635236104
2025-06-14,0.674771249294281
2025-06-15,-0.33010149002075195
2025-06-16,0.674771249294281
2025-06-17,0.9425359964370728
2025-06-18,-0.9691748023033142
2025-06-19,-0.7774914801120758
2025-06-20,0.1375998556613922
2025-06-21,0.7075342535972595
2025-06-22,-0.6673362851142883
2025-06-23,0.9425359964370728
2025-06-24,-0.9691748023033142
