Date,Sentiment_Score
2025-04-22,-0.968010663986206
2025-04-23,-0.56834876537323
2025-04-24,-0.35710422197977704
2025-04-25,-0.0516510009765625
2025-04-26,-0.968010663986206
2025-04-27,-0.4022029638290405
2025-04-28,0.2817423144976298
2025-04-29,-0.11929911375045776
2025-04-30,-0.329218327999115
2025-05-01,0.20870347817738852
2025-05-02,-0.9318150579929352
2025-05-03,-0.11929911375045776
2025-05-04,-0.15549471974372864
2025-05-05,-0.9680919647216797
2025-05-06,-0.834790031115214
2025-05-07,0.6570212244987488
2025-05-08,-0.2931398351987203
2025-05-09,-0.051691651344299316
2025-05-10,-0.32916412750879925
2025-05-11,0.6570212244987488
2025-05-12,-0.56834876537323
2025-05-13,0.864708662033081
2025-05-14,0.6570212244987488
2025-05-15,-0.968010663986206
2025-05-16,-0.9680919647216797
2025-05-17,0.1900900900363922
2025-05-18,0.6570212244987488
2025-05-19,0.14817994832992554
2025-05-20,-0.0516510009765625
2025-05-21,0.9066188037395477
2025-05-22,-0.8956194519996643
2025-05-23,-0.22391068935394287
2025-05-24,-0.4022300640741984
2025-05-25,-0.9680919647216797
2025-05-26,0.4149629473686218
2025-05-27,0.2366435726483663
2025-05-28,-0.9197769562403361
2025-05-29,-0.15549471974372864
2025-05-30,0.2124860684076945
2025-05-31,0.20870347817738852
2025-06-01,-0.9438802599906921
2025-06-02,0.864708662033081
2025-06-03,0.9205888509750366
2025-06-04,-0.968010663986206
2025-06-05,-0.8956194519996643
2025-06-06,-0.968010663986206
2025-06-07,0.0443362295627594
2025-06-08,-0.7682203650474548
2025-06-09,-0.8348442316055298
2025-06-10,0.864708662033081
2025-06-11,0.8926487565040588
2025-06-12,-0.8956194519996643
2025-06-13,-0.9318150579929352
2025-06-14,-0.1997531851132711
2025-06-15,0.864708662033081
2025-06-16,-0.2689823309580485
2025-06-17,-0.29311273495356244
2025-06-18,-0.9197769562403361
2025-06-19,-0.0516510009765625
2025-06-20,0.9485289454460144
2025-06-21,0.11531682809193929
2025-06-22,-0.8956194519996643
2025-06-23,-0.8956194519996643
2025-06-24,0.0443362295627594
2025-06-25,-0.56834876537323
2025-06-26,-0.8106596271197001
2025-06-27,0.27793262402216595
2025-06-28,-0.1959705948829651
2025-06-29,0.3096824089686076
2025-06-30,-0.968010663986206
2025-07-01,0.9485289454460144
2025-07-02,-0.22391068935394287
2025-07-03,-0.4022300640741984
2025-07-04,-0.6774389942487081
2025-07-05,-0.7015964984893799
2025-07-06,0.864708662033081
2025-07-07,-0.015455394983291626
2025-07-08,0.4149629473686218
2025-07-09,-0.7682203650474548
2025-07-10,-0.9680377642313639
2025-07-11,-0.11929911375045776
2025-07-12,-0.9438802599906921
2025-07-13,0.30587271849314374
2025-07-14,-0.9680513143539429
2025-07-15,-0.8956194519996643
2025-07-16,-0.9680919647216797
2025-07-17,0.9485289454460144
2025-07-18,0.8027750849723816
2025-07-19,-0.7319841086864471
2025-07-20,-0.223883589108785
2025-07-21,-0.768179714679718
2025-07-22,-0.9197769562403361
2025-07-23,0.30587271849314374
2025-07-24,0.02645474672317505
2025-07-25,-0.42633336782455444
2025-07-26,0.8027750849723816
2025-07-27,-0.8956194519996643
2025-07-28,-0.33300091822942096
2025-07-29,-0.11929911375045776
2025-07-30,-0.56834876537323
2025-07-31,0.14817994832992554
2025-08-01,-0.3329738179842631
2025-08-02,-0.9680919647216797
2025-08-03,0.864708662033081
2025-08-04,0.7608649432659149
2025-08-05,-0.0516510009765625
2025-08-06,-0.42636046806971234
2025-08-07,-0.9680919647216797
2025-08-08,-0.009740859270095825
2025-08-09,-0.56834876537323
2025-08-10,-0.3291912277539571
2025-08-11,0.9066188037395477
2025-08-12,-0.015455394983291626
2025-08-13,-0.2689823309580485
2025-08-14,-0.8956194519996643
2025-08-15,-0.051691651344299316
2025-08-16,-0.7682203650474548
2025-08-17,-0.015455394983291626
2025-08-18,-0.15553537011146545
2025-08-19,0.9485289454460144
2025-08-20,-0.015455394983291626
2025-08-21,0.3096553087234497
2025-08-22,-0.9680919647216797
2025-08-23,-0.931855708360672
2025-08-24,0.6570212244987488
2025-08-25,-0.009740859270095825
2025-08-26,0.4429030418395996
2025-08-27,0.864708662033081
2025-08-28,-0.968010663986206
2025-08-29,-0.2689823309580485
2025-08-30,-0.94390736023585
2025-08-31,-0.1997531851132711
2025-09-01,-0.015455394983291626
2025-09-02,-0.19594349463780722
2025-09-03,0.1900900900363922
2025-09-04,0.6570212244987488
2025-09-05,-0.834817131360372
2025-09-06,0.9485289454460144
2025-09-07,-0.8956194519996643
2025-09-08,0.7262503703435262
2025-09-09,0.02645474672317505
2025-09-10,-0.11929911375045776
2025-09-11,0.1845459739367167
2025-09-12,0.0443362295627594
2025-09-13,-0.56834876537323
2025-09-14,-0.9680919647216797
2025-09-15,0.6570212244987488
2025-09-16,-0.9680919647216797
2025-09-17,0.8234196106592814
2025-09-18,-0.3088434139887492
2025-09-19,-0.968010663986206
2025-09-20,-0.009740859270095825
2025-09-21,-0.30503372351328534
2025-09-22,-0.11929911375045776
2025-09-23,-0.3329738179842631
2025-09-24,-0.7682203650474548
2025-09-25,0.6570212244987488
2025-09-26,-0.3291912277539571
2025-09-27,0.6570212244987488
2025-09-28,-0.4022029638290405
2025-09-29,-0.1997531851132711
2025-09-30,0.9485289454460144
2025-10-01,-0.1598921020825704
2025-10-02,0.6570212244987488
2025-10-03,-0.968010663986206
2025-10-04,0.6570212244987488
2025-10-05,0.7608649432659149
2025-10-06,-0.009740859270095825
2025-10-07,0.20870347817738852
2025-10-08,0.13947433233261108
2025-10-09,0.8027750849723816
2025-10-10,-0.9680919647216797
2025-10-11,0.7608649432659149
2025-10-12,-0.1718130906422933
2025-10-13,-0.32916412750879925
2025-10-14,-0.3329738179842631
2025-10-15,0.7954795161883036
2025-10-16,-0.8956194519996643
2025-10-17,-0.56834876537323
2025-10-18,0.7608649432659149
2025-10-19,-0.9680919647216797
2025-10-20,-0.015455394983291626
2025-10-21,-0.9318150579929352
2025-10-22,-0.009740859270095825
2025-10-23,-0.29311273495356244
2025-10-24,-0.56834876537323
2025-10-25,-0.2689823309580485
2025-10-26,0.6570212244987488
2025-10-27,-0.3571313222249349
2025-10-28,0.0443362295627594
2025-10-29,-0.32916412750879925
2025-10-30,0.9485289454460144
2025-10-31,0.9485289454460144
2025-11-01,-0.29311273495356244
2025-11-02,-0.768179714679718
2025-11-03,-0.2809033195177714
2025-11-04,-0.56834876537323
2025-11-05,-0.9439344604810079
2025-11-06,0.3338128129641215
2025-11-07,-0.56834876537323
2025-11-08,0.6570212244987488
2025-11-09,0.9205888509750366
2025-11-10,0.9485289454460144
2025-11-11,-0.15553537011146545
2025-11-12,0.6570212244987488
2025-11-13,-0.9318150579929352
2025-11-14,-0.9680919647216797
2025-11-15,-0.8956194519996643
2025-11-16,0.9485289454460144
2025-11-17,-0.9680377642313639
2025-11-18,-0.9680919647216797
2025-11-19,-0.9680919647216797
2025-11-20,0.6570212244987488
2025-11-21,-0.9680513143539429
2025-11-22,-0.968010663986206
2025-11-23,-0.15553537011146545
2025-11-24,-0.968010663986206
2025-11-25,0.6570212244987488
2025-11-26,-0.56834876537323
2025-11-27,-0.7682203650474548
2025-11-28,-0.701569398244222
2025-11-29,0.0443362295627594
2025-11-30,-0.8956194519996643
2025-12-01,-0.3088434139887492
2025-12-02,0.864708662033081
2025-12-03,-0.56834876537323
2025-12-04,-0.9680513143539429
